,game_date,game_pk,at_bat_number,pitch_number,balls,strikes,pitch_type,pitch_name,type,effective_speed,zone,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,stand,p_throws,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,id_ab,is_filt_pitch,is_filt_desc,is_filt_event,is_filt_any,pitch_type_prev,pitch_name_prev,type_prev
720306,2017-04-03,490098.0,7.0,4.0,1.0,2.0,SL,Slider,B,78.9,14.0,,ball,,,,,L,R,,,,,,490098.07.0,0,0,0,0,FF,4-Seam Fastball,B
720305,2017-04-03,490098.0,7.0,5.0,2.0,2.0,FF,4-Seam Fastball,S,91.5,1.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490098.07.0,0,0,0,0,SL,Slider,B
720304,2017-04-03,490098.0,8.0,1.0,0.0,0.0,SI,Sinker,B,96.6,13.0,,ball,,,,,R,R,,,,,,490098.08.0,0,0,0,0,,,
720303,2017-04-03,490098.0,8.0,2.0,1.0,0.0,SL,Slider,S,92.0,14.0,,swinging_strike,,,,,R,R,,,,,,490098.08.0,0,0,0,0,SI,Sinker,B
720302,2017-04-03,490098.0,8.0,3.0,1.0,1.0,SI,Sinker,S,97.2,13.0,,swinging_strike,,,,,R,R,,,,,,490098.08.0,0,0,0,0,SL,Slider,S
720301,2017-04-03,490098.0,8.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,98.1,11.0,,ball,,,,,R,R,,,,,,490098.08.0,0,0,0,0,SI,Sinker,S
720300,2017-04-03,490098.0,8.0,5.0,2.0,2.0,SL,Slider,X,92.5,14.0,field_out,hit_into_play,ground_ball,17.0,89.8,-4.0,R,R,0.253,0.256,0.0,1.0,0.0,490098.08.0,0,0,0,0,FF,4-Seam Fastball,B
720299,2017-04-03,490098.0,9.0,1.0,0.0,0.0,SI,Sinker,B,96.6,13.0,,ball,,,,,L,R,,,,,,490098.09.0,0,0,0,0,,,
720298,2017-04-03,490098.0,9.0,2.0,1.0,0.0,CH,Changeup,S,89.9,5.0,,called_strike,,,,,L,R,,,,,,490098.09.0,0,0,0,0,SI,Sinker,B
720297,2017-04-03,490098.0,9.0,3.0,1.0,1.0,SI,Sinker,B,97.2,11.0,,ball,,,,,L,R,,,,,,490098.09.0,0,0,0,0,CH,Changeup,S
720296,2017-04-03,490098.0,9.0,4.0,2.0,1.0,CH,Changeup,S,90.0,13.0,,swinging_strike,,,,,L,R,,,,,,490098.09.0,0,0,0,0,SI,Sinker,B
720295,2017-04-03,490098.0,9.0,5.0,2.0,2.0,SL,Slider,B,91.3,14.0,,ball,,,,,L,R,,,,,,490098.09.0,0,0,0,0,CH,Changeup,S
720294,2017-04-03,490098.0,9.0,6.0,3.0,2.0,FF,4-Seam Fastball,S,99.2,6.0,,foul,,182.0,69.2,55.0,L,R,,,,,,490098.09.0,0,0,0,0,SL,Slider,B
720293,2017-04-03,490098.0,9.0,7.0,3.0,2.0,SI,Sinker,S,98.2,11.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490098.09.0,0,0,0,0,FF,4-Seam Fastball,S
720292,2017-04-03,490098.0,10.0,1.0,0.0,0.0,SI,Sinker,X,97.7,7.0,single,hit_into_play,ground_ball,18.0,108.4,-5.0,R,R,0.373,0.337,0.9,1.0,1.0,490098.010.0,0,0,0,0,,,
720291,2017-04-03,490098.0,11.0,1.0,0.0,0.0,SI,Sinker,B,95.3,14.0,,ball,,,,,R,R,,,,,,490098.011.0,0,0,0,0,,,
720290,2017-04-03,490098.0,11.0,2.0,1.0,0.0,SI,Sinker,X,93.3,4.0,force_out,hit_into_play,ground_ball,,82.9,-21.0,R,R,0.1,0.108,0.0,1.0,0.0,490098.011.0,0,0,0,0,SI,Sinker,B
720289,2017-04-03,490098.0,12.0,1.0,0.0,0.0,SI,Sinker,B,88.0,13.0,,ball,,,,,L,R,,,,,,490098.012.0,0,0,0,0,,,
720288,2017-04-03,490098.0,12.0,2.0,1.0,0.0,SL,Slider,B,77.6,13.0,,ball,,,,,L,R,,,,,,490098.012.0,0,0,0,0,SI,Sinker,B
720287,2017-04-03,490098.0,12.0,3.0,2.0,0.0,SI,Sinker,X,87.8,7.0,field_out,hit_into_play,fly_ball,287.0,80.2,34.0,L,R,0.033,0.048,0.0,1.0,0.0,490098.012.0,0,0,0,0,SL,Slider,B
720286,2017-04-03,490098.0,13.0,1.0,0.0,0.0,SI,Sinker,B,88.7,13.0,,ball,,,,,L,R,,,,,,490098.013.0,0,0,0,0,,,
720285,2017-04-03,490098.0,13.0,2.0,1.0,0.0,CH,Changeup,S,78.7,7.0,,swinging_strike,,,,,L,R,,,,,,490098.013.0,0,0,0,0,SI,Sinker,B
720284,2017-04-03,490098.0,13.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,90.1,6.0,,foul,,270.0,106.7,17.0,L,R,,,,,,490098.013.0,0,0,0,0,CH,Changeup,S
720283,2017-04-03,490098.0,13.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,91.3,11.0,,ball,,,,,L,R,,,,,,490098.013.0,0,0,0,0,FF,4-Seam Fastball,S
720282,2017-04-03,490098.0,13.0,5.0,2.0,2.0,SL,Slider,B,79.8,14.0,,ball,,,,,L,R,,,,,,490098.013.0,0,0,0,0,FF,4-Seam Fastball,B
720281,2017-04-03,490098.0,13.0,6.0,3.0,2.0,FF,4-Seam Fastball,X,91.5,4.0,field_out,hit_into_play,ground_ball,9.0,90.4,-15.0,L,R,0.147,0.149,0.0,1.0,0.0,490098.013.0,0,0,0,0,SL,Slider,B
720280,2017-04-03,490098.0,14.0,1.0,0.0,0.0,CU,Curveball,S,68.6,7.0,,called_strike,,,,,L,R,,,,,,490098.014.0,0,0,0,0,,,
720279,2017-04-03,490098.0,14.0,2.0,0.0,1.0,CH,Changeup,B,78.1,13.0,,ball,,,,,L,R,,,,,,490098.014.0,0,0,0,0,CU,Curveball,S
720278,2017-04-03,490098.0,14.0,3.0,1.0,1.0,CH,Changeup,B,79.2,13.0,,ball,,,,,L,R,,,,,,490098.014.0,0,0,0,0,CH,Changeup,B
720277,2017-04-03,490098.0,14.0,4.0,2.0,1.0,SL,Slider,S,76.7,14.0,,called_strike,,,,,L,R,,,,,,490098.014.0,0,0,0,0,CH,Changeup,B
720276,2017-04-03,490098.0,14.0,5.0,2.0,2.0,FF,4-Seam Fastball,B,91.1,11.0,,ball,,,,,L,R,,,,,,490098.014.0,0,0,0,0,SL,Slider,S
720275,2017-04-03,490098.0,14.0,6.0,3.0,2.0,FF,4-Seam Fastball,B,92.1,13.0,walk,ball,,,,,L,R,,,0.7,1.0,0.0,490098.014.0,0,0,0,0,FF,4-Seam Fastball,B
720274,2017-04-03,490098.0,15.0,1.0,0.0,0.0,SL,Slider,S,78.3,6.0,,called_strike,,,,,R,R,,,,,,490098.015.0,0,0,0,0,,,
720273,2017-04-03,490098.0,15.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,91.3,2.0,,swinging_strike,,,,,R,R,,,,,,490098.015.0,0,0,0,0,SL,Slider,S
720272,2017-04-03,490098.0,15.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,92.4,6.0,,foul,,328.0,97.1,27.0,R,R,,,,,,490098.015.0,0,0,0,0,FF,4-Seam Fastball,S
720271,2017-04-03,490098.0,15.0,4.0,0.0,2.0,FF,4-Seam Fastball,B,92.2,14.0,,ball,,,,,R,R,,,,,,490098.015.0,0,0,0,0,FF,4-Seam Fastball,S
720270,2017-04-03,490098.0,15.0,5.0,1.0,2.0,SL,Slider,X,76.2,8.0,field_out,hit_into_play,fly_ball,290.0,86.5,40.0,R,R,0.007,0.009,0.0,1.0,0.0,490098.015.0,0,0,0,0,FF,4-Seam Fastball,B
720269,2017-04-03,490098.0,16.0,1.0,0.0,0.0,SI,Sinker,S,95.4,5.0,,foul,,213.0,70.6,31.0,R,R,,,,,,490098.016.0,0,0,0,0,,,
720268,2017-04-03,490098.0,16.0,2.0,0.0,1.0,SI,Sinker,X,96.3,2.0,field_out,hit_into_play,fly_ball,323.0,85.1,31.0,R,R,0.047,0.042,0.0,1.0,0.0,490098.016.0,0,0,0,0,SI,Sinker,S
720267,2017-04-03,490098.0,17.0,1.0,0.0,0.0,SI,Sinker,S,97.4,13.0,,called_strike,,,,,R,R,,,,,,490098.017.0,0,0,0,0,,,
720266,2017-04-03,490098.0,17.0,2.0,0.0,1.0,SI,Sinker,S,98.2,6.0,,called_strike,,,,,R,R,,,,,,490098.017.0,0,0,0,0,SI,Sinker,S
720265,2017-04-03,490098.0,17.0,3.0,0.0,2.0,SL,Slider,S,89.8,12.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490098.017.0,0,0,0,0,SI,Sinker,S
720264,2017-04-03,490098.0,18.0,1.0,0.0,0.0,SI,Sinker,B,97.3,7.0,,ball,,,,,L,R,,,,,,490098.018.0,0,0,0,0,,,
720263,2017-04-03,490098.0,18.0,2.0,1.0,0.0,CH,Changeup,S,89.2,13.0,,swinging_strike,,,,,L,R,,,,,,490098.018.0,0,0,0,0,SI,Sinker,B
720262,2017-04-03,490098.0,18.0,3.0,1.0,1.0,CH,Changeup,X,89.7,11.0,field_out,hit_into_play,ground_ball,16.0,90.4,-9.0,L,R,0.193,0.19,0.0,1.0,0.0,490098.018.0,0,0,0,0,CH,Changeup,S
720261,2017-04-03,490098.0,19.0,1.0,0.0,0.0,SI,Sinker,S,88.4,13.0,,called_strike,,,,,L,R,,,,,,490098.019.0,0,0,0,0,,,
720260,2017-04-03,490098.0,19.0,2.0,0.0,1.0,CU,Curveball,B,65.9,11.0,,ball,,,,,L,R,,,,,,490098.019.0,0,0,0,0,SI,Sinker,S
720259,2017-04-03,490098.0,19.0,3.0,1.0,1.0,CU,Curveball,S,76.8,8.0,,called_strike,,,,,L,R,,,,,,490098.019.0,0,0,0,0,CU,Curveball,B
720258,2017-04-03,490098.0,19.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,91.0,13.0,strikeout,called_strike,,,,,L,R,,,0.0,1.0,0.0,490098.019.0,0,0,0,0,CU,Curveball,S
720257,2017-04-03,490098.0,20.0,1.0,0.0,0.0,CH,Changeup,S,78.8,4.0,,called_strike,,,,,L,R,,,,,,490098.020.0,0,0,0,0,,,
720256,2017-04-03,490098.0,20.0,2.0,0.0,1.0,CU,Curveball,B,69.2,13.0,,ball,,,,,L,R,,,,,,490098.020.0,0,0,0,0,CH,Changeup,S
720255,2017-04-03,490098.0,20.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,91.0,5.0,,foul,,,,,L,R,,,,,,490098.020.0,0,0,0,0,CU,Curveball,B
720254,2017-04-03,490098.0,20.0,4.0,1.0,2.0,CH,Changeup,S,79.3,13.0,,foul,,,,,L,R,,,,,,490098.020.0,0,0,0,0,FF,4-Seam Fastball,S
720253,2017-04-03,490098.0,20.0,5.0,1.0,2.0,SL,Slider,B,80.9,14.0,,ball,,,,,L,R,,,,,,490098.020.0,0,0,0,0,CH,Changeup,S
720252,2017-04-03,490098.0,20.0,6.0,2.0,2.0,FF,4-Seam Fastball,X,91.4,6.0,field_out,hit_into_play,fly_ball,295.0,91.8,49.0,L,R,0.02,0.03,0.0,1.0,0.0,490098.020.0,0,0,0,0,SL,Slider,B
720251,2017-04-03,490098.0,21.0,1.0,0.0,0.0,CU,Curveball,S,67.7,7.0,,foul,,139.0,59.9,34.0,L,R,,,,,,490098.021.0,0,0,0,0,,,
720250,2017-04-03,490098.0,21.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,88.9,11.0,,ball,,,,,L,R,,,,,,490098.021.0,0,0,0,0,CU,Curveball,S
720249,2017-04-03,490098.0,21.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,89.9,12.0,,ball,,,,,L,R,,,,,,490098.021.0,0,0,0,0,FF,4-Seam Fastball,B
720248,2017-04-03,490098.0,21.0,4.0,2.0,1.0,SL,Slider,X,77.6,14.0,single,hit_into_play,line_drive,260.0,80.5,27.0,L,R,0.173,0.188,0.9,1.0,1.0,490098.021.0,0,0,0,0,FF,4-Seam Fastball,B
720247,2017-04-03,490098.0,22.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.2,5.0,,foul,,,,,R,R,,,,,,490098.022.0,0,0,0,0,,,
720246,2017-04-03,490098.0,22.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,90.6,5.0,,swinging_strike,,,,,R,R,,,,,,490098.022.0,0,0,0,0,FF,4-Seam Fastball,S
720245,2017-04-03,490098.0,22.0,3.0,0.0,2.0,FF,4-Seam Fastball,X,92.5,14.0,field_out,hit_into_play,fly_ball,276.0,88.1,47.0,R,R,0.0,0.0,0.0,1.0,0.0,490098.022.0,0,0,0,0,FF,4-Seam Fastball,S
720244,2017-04-03,490098.0,23.0,1.0,0.0,0.0,CU,Curveball,S,81.6,9.0,,called_strike,,,,,R,R,,,,,,490098.023.0,0,0,0,0,,,
720243,2017-04-03,490098.0,23.0,2.0,0.0,1.0,SL,Slider,B,91.0,14.0,,ball,,,,,R,R,,,,,,490098.023.0,0,0,0,0,CU,Curveball,S
720242,2017-04-03,490098.0,23.0,3.0,1.0,1.0,SI,Sinker,S,95.5,13.0,,swinging_strike,,,,,R,R,,,,,,490098.023.0,0,0,0,0,SL,Slider,B
720241,2017-04-03,490098.0,23.0,4.0,1.0,2.0,SL,Slider,B,91.7,14.0,,ball,,,,,R,R,,,,,,490098.023.0,0,0,0,0,SI,Sinker,S
720240,2017-04-03,490098.0,23.0,5.0,2.0,2.0,SI,Sinker,B,97.9,14.0,,ball,,,,,R,R,,,,,,490098.023.0,0,0,0,0,SL,Slider,B
720239,2017-04-03,490098.0,23.0,6.0,3.0,2.0,SL,Slider,S,91.8,14.0,strikeout,called_strike,,,,,R,R,,,0.0,1.0,0.0,490098.023.0,0,0,0,0,SI,Sinker,B
720238,2017-04-03,490098.0,24.0,1.0,0.0,0.0,SL,Slider,B,92.3,14.0,,ball,,,,,L,R,,,,,,490098.024.0,0,0,0,0,,,
720237,2017-04-03,490098.0,24.0,2.0,1.0,0.0,CH,Changeup,B,88.9,13.0,,ball,,,,,L,R,,,,,,490098.024.0,0,0,0,0,SL,Slider,B
720236,2017-04-03,490098.0,24.0,3.0,2.0,0.0,SL,Slider,S,92.5,5.0,,foul,,,,,L,R,,,,,,490098.024.0,0,0,0,0,CH,Changeup,B
720235,2017-04-03,490098.0,24.0,4.0,2.0,1.0,SI,Sinker,X,98.1,4.0,triple,hit_into_play,line_drive,371.0,107.3,23.0,L,R,1.0,1.912,1.6,1.0,1.0,490098.024.0,0,0,0,0,SL,Slider,S
720234,2017-04-03,490098.0,25.0,1.0,0.0,0.0,SI,Sinker,S,97.3,13.0,,swinging_strike,,,,,R,R,,,,,,490098.025.0,0,0,0,0,,,
720233,2017-04-03,490098.0,25.0,2.0,0.0,1.0,SI,Sinker,B,96.5,13.0,,ball,,,,,R,R,,,,,,490098.025.0,0,0,0,0,SI,Sinker,S
